Ranking,Nome,Categoria,Lançamento,Pontuação G3D,Pontuação G2D,Preço,Interface,Tdp,Clock GPU (MHz),Clock Memória (MHz),Tamanho Memória
100,GeForce RTX 5070 Laptop GPU,Mobile,Apr 2025,"19,230",884,NA,PCIe 5.0 x16,100,907 MHz,907 MHz,8192 MB
101,Radeon RX 6750 GRE 10GB,Unknown,Apr 2024,"18,986",971,NA,NA,NA,NA,NA,NA
102,GeForce RTX 3080 Ti Laptop GPU,Mobile,Jan 2022,"18,975",819,NA,PCIe 4.0 x16,115,810 MHz,810 MHz,16384 MB
103,LIANLI USB Display-60hz,Desktop,Feb 2026,"18,968","1,392",NA,NA,NA,NA,NA,NA
104,Radeon RX 6700,Desktop,Jul 2022,"18,913",940,NA,PCIe 4.0 x16,175,1941 MHz,1941 MHz,10240 MB
105,Quadro GV100,Workstation,Mar 2018,"18,881",825,"$8,999.00*",PCIe 3.0 x16,250,1132 MHz,1132 MHz,32768 MB
106,NVIDIA TITAN Xp,Desktop,Apr 2017,"18,762",884,$999.00,PCIe 3.0 x16,250,1405 MHz,1405 MHz,12288 MB
107,GeForce RTX 2080,Desktop,Sep 2018,"18,614",900,$735.00,PCIe 3.0 x16,250,1515 MHz,1515 MHz,8096 MB
108,TITAN Xp COLLECTORS EDITION,Desktop,Dec 2017,"18,602",908,NA,PCIe 3.0 x16,250,1405 MHz,1405 MHz,12288 MB
109,GeForce GTX 1080 Ti,Desktop,Mar 2017,"18,588",940,$395.00*,PCIe 3.0 x16,250,1480 MHz,1480 MHz,11264 MB
110,Radeon RX 9060,Desktop,Oct 2025,"18,342","1,038",NA,NA,NA,NA,NA,NA
111,Radeon RX 7650 GRE,Desktop,May 2025,"18,281","1,136",NA,NA,NA,NA,NA,NA
112,GeForce RTX 2070 SUPER,Desktop,Jul 2019,"18,143",878,$378.27,PCIe 3.0 x16,215,1605 MHz,1605 MHz,8192 MB
113,Radeon 8060S,Desktop,Dec 2024,"18,117","1,170",NA,NA,NA,NA,NA,NA
114,Quadro RTX 6000,Workstation,Nov 2018,"17,846",763,"$6,300.00*",PCIe 3.0 x16,295,1440 MHz,1440 MHz,24576 MB
115,NVIDIA A10G,Unknown,May 2022,"17,660",578,NA,NA,NA,NA,NA,NA
116,GeForce RTX 3070 Ti Laptop GPU,Mobile,Feb 2022,"17,493",774,NA,PCIe 4.0 x16,115,915 MHz,915 MHz,8192 MB
Insufficient data,Radeon Pro W6900X,Desktop,Mar 2025,"17,413",782,NA,NA,NA,NA,NA,NA
117,GeForce RTX 4060 Laptop GPU,Mobile,Feb 2023,"17,399",731,NA,PCIe 4.0 x16,115,1470 MHz,1470 MHz,8192 MB
119,Barco MXRV-7100,Desktop,Feb 2026,"17,382","1,397",NA,NA,NA,NA,NA,NA
118,GeForce RTX 5050,Desktop,Jul 2025,"17,382","1,087",$289.99,PCIe 5.0 x8,130,NA,NA,8192 MB
120,Radeon RX 7600 XT,Desktop,Jan 2024,"17,302","1,029",$499.99,PCIe 4.0 x8,190,1980 MHz,1980 MHz,16384 MB
121,Radeon RX 6850M XT,Mobile,Aug 2022,"17,194",652,NA,NA,NA,NA,NA,NA
122,RTX 2000 Ada Generation,Unknown,Mar 2024,"17,137","1,094",NA,NA,NA,NA,NA,NA
123,RTX A5500 Laptop GPU,Mobile,Jul 2022,"17,134",713,NA,NA,NA,NA,NA,NA
124,Radeon RX 6650 XT,Desktop,May 2022,"17,111",924,$299.99*,PCIe 4.0 x8,176,2055 MHz,2055 MHz,8192 MB
125,RTX 5000 Ada Generation Embedded GPU,Desktop,Dec 2024,"17,056",592,NA,NA,NA,NA,NA,NA
126,EIZO Quadro MED-XN92,Desktop,Jun 2025,"17,036",920,NA,NA,NA,NA,NA,NA
127,GeForce RTX 3060,Desktop,Jun 2025,"16,996",987,NA,NA,NA,NA,NA,NA
128,TITAN V CEO Edition,Desktop,Oct 2018,"16,988","1,086",NA,PCIe 3.0 x16,250,1200 MHz,1200 MHz,32000 MB
129,GeForce RTX 5060 Laptop GPU,Mobile,May 2025,"16,913",853,NA,PCIe 5.0 x16,100,952 MHz,952 MHz,8192 MB
Insufficient data,RTX6000-Ada-3A,Desktop,Oct 2025,"16,841",818,NA,NA,NA,NA,NA,NA
130,RTX A4500 Laptop GPU,Mobile,Jul 2022,"16,800",714,NA,NA,NA,NA,NA,NA
131,Radeon RX 7800M,Mobile,Jan 2025,"16,748",889,NA,NA,NA,NA,NA,NA
132,GeForce RTX 3060 12GB,Desktop,Feb 2021,"16,747",966,$589.99,PCIe 4.0 x16,170,1320 MHz,1320 MHz,12288 MB
133,RTX PRO 2000 Blackwell Generation Laptop GPU,Mobile,Apr 2025,"16,717",770,NA,NA,NA,NA,NA,NA
134,Radeon Pro W6800X,Desktop,Dec 2025,"16,619",817,NA,NA,NA,NA,NA,NA
135,Radeon RX 5700 XT 50th Anniversary,Desktop,Jul 2019,"16,579",944,NA,PCIe 4.0 x16,235,1680 MHz,1680 MHz,8192 MB
136,Radeon RX 7600,Desktop,May 2023,"16,537",988,$279.99,PCIe 4.0 x8,165,1720 MHz,1720 MHz,8192 MB
137,GeForce RTX 2060 SUPER,Desktop,Jul 2019,"16,476",857,$239.99*,PCIe 3.0 x16,175,1407 MHz,1407 MHz,8192 MB
138,Radeon RX 6600 XT,Desktop,Aug 2021,"16,447",913,$329.97,PCIe 4.0 x8,160,1968 MHz,1968 MHz,8192 MB
139,RTX A5000 Laptop GPU,"Mobile, Workstation",Jun 2021,"16,417",665,NA,NA,165,NA, MHz,16384 MB
140,Radeon VII,Desktop,Feb 2019,"16,245",795,"$1,899.95*",PCIe 3.0 x16,300,1400 MHz,NA,16384 MB
141,Radeon PRO W7600,Unknown,Aug 2023,"16,164","1,065",NA,NA,NA,NA,NA,NA
142,GeForce RTX 3080 Laptop GPU,Mobile,Jan 2021,"16,147",630,NA,PCIe 4.0 x16,115,1100 MHz,1100 MHz,8192 MB
143,Radeon RX 5700 XT,Desktop,Jul 2019,"16,110",922,$215.99,PCIe 4.0 x16,225,1605 MHz,1605 MHz,8192 MB
144,Radeon RX 6650M XT,Mobile,Aug 2024,"16,081",780,NA,NA,NA,NA,NA,NA
145,Radeon 8050S,Desktop,Dec 2024,"16,076","1,104",NA,NA,NA,NA,NA,NA
146,GeForce RTX 2070,Desktop,Oct 2018,"16,063",817,$469.00,PCIe 3.0 x16,175,1410 MHz,1410 MHz,8192 MB
147,RTX 3000 Ada Generation Laptop GPU,Mobile,Oct 2023,"16,016",543,NA,NA,NA,NA,NA,NA
148,GeForce RTX 2060 12GB,Desktop,Jan 2022,"15,923",852,NA,PCIe 3.0 x16,185,1470 MHz,1470 MHz,12288 MB
149,Intel Arc B580,Desktop,Dec 2024,"15,878",698,$249.00*,PCIe 4.0 x8,190,2670 MHz,2670 MHz,12288 MB
150,RTX 2000E Ada Generation,Desktop,May 2024,"15,779","1,117",NA,NA,NA,NA,NA,NA
151,Radeon RX 6800S,Mobile,May 2022,"15,765",729,NA,PCIe 4.0 x8,100,1800 MHz,1800 MHz,8192 MB
152,Radeon Pro V620 MxGPU,Desktop,Dec 2024,"15,633",653,NA,NA,NA,NA,NA,NA
153,Radeon Pro Vega II,Unknown,Feb 2020,"15,618",765,NA,NA,NA,NA,NA,NA
154,GeForce GTX 1080,Desktop,May 2016,"15,612",888,$378.98,PCIe 3.0 x16,180,1607 MHz,1607 MHz,8192 MB
155,Quadro P6000,Workstation,Oct 2016,"15,553",741,$649.96*,PCIe 3.0 x16,250,1417 MHz,1417 MHz,24000 MB
156,Radeon RX 7600S,Mobile,Jun 2023,"15,547",768,NA,PCIe 4.0 x16,75,1500 MHz,1500 MHz,8192 MB
157,Radeon RX 7700S,Unknown,Aug 2023,"15,486",766,NA,NA,NA,NA,NA,NA
158,Quadro RTX 5000,Workstation,Jan 2019,"15,335",687,NA,PCIe 3.0 x16,230,1620 MHz,1620 MHz,16384 MB
159,GeForce RTX 3060 8GB,Desktop,Oct 2022,"15,258",977,NA,PCIe 4.0 x16,170,1320 MHz,1320 MHz,8192 MB
161,Radeon Pro W5700X,Unknown,Dec 2022,"15,179",892,NA,NA,NA,NA,NA,NA
160,Radeon RX 6650M,Mobile,Jun 2022,"15,179",758,NA,NA,NA,NA,NA,NA
162,GeForce RTX 3070 Laptop GPU,Mobile,Jan 2021,"15,116",630,NA,PCIe 4.0 x16,115,1100 MHz,1100 MHz,8192 MB
163,Radeon RX 6700S,Mobile,Feb 2022,"15,082",737,$299.99*,PCIe 4.0 x8,80,1700 MHz,1700 MHz,8192 MB
164,Radeon RX 6600,Desktop,Oct 2021,"15,073",896,$319.99,PCIe 4.0 x8,132,1626 MHz,1626 MHz,8192 MB
165,A10-24Q,Desktop,Aug 2025,"15,063",680,NA,NA,NA,NA,NA,NA
166,SQExtFramebufferUmode Device,Desktop,Jun 2025,"15,054",915,NA,NA,NA,NA,NA,NA
167,GeForce RTX 2080 (Mobile),Mobile,Apr 2019,"15,014",804,NA,PCIe 3.0 x16,150,1380 MHz,1380 MHz,8192 MB
168,Radeon PRO W6600,Unknown,Aug 2021,"14,976",949,NA,NA,NA,NA,NA,NA
169,RTX PRO 1000 Blackwell Generation Laptop GPU,Mobile,Apr 2025,"14,873",742,NA,NA,NA,NA,NA,NA
170,Quadro RTX 4000,Workstation,Feb 2019,"14,860",816,$899.00*,PCIe 3.0 x16,160,1005 MHz,1005 MHz,8192 MB
171,RTX 2000 Ada Generation Laptop GPU,Mobile,Feb 2023,"14,857",596,NA,NA,NA,NA,NA,NA
172,Quadro RTX 5000 (Mobile),"Mobile, Workstation",Jul 2019,"14,832",705,NA,PCIe 3.0 x16,110,1035 MHz,1035 MHz,16384 MB
173,RTX A4000 Laptop GPU,"Mobile, Workstation",Jul 2021,"14,814",587,NA,PCIe 4.0 x16,140,735 MHz,735 MHz,16384 MB
174,Intel Arc Pro B60,Desktop,Sep 2025,"14,749",775,NA,NA,NA,NA,NA,NA
175,Radeon Pro W6800X Duo,Desktop,Nov 2024,"14,742",801,NA,NA,NA,NA,NA,NA
176,Radeon RX 7600M XT,Mobile,Jun 2023,"14,706",936,NA,PCIe 4.0 x16,120,1437 MHz,1437 MHz,8192 MB
177,GeForce GTX 1070 Ti,Desktop,Nov 2017,"14,658",877,$349.00,PCIe 3.0 x16,180,1607 MHz,1607 MHz,8192 MB
178,GeForce RTX 5050 Laptop GPU,Mobile,Jun 2025,"14,388",757,NA,PCIe 5.0 x16,100,2235 MHz,2235 MHz,8192 MB
179,GeForce RTX 4050 Laptop GPU,Mobile,Mar 2023,"14,327",630,NA,PCIe 4.0 x16,115,1605 MHz,1605 MHz,6144 MB
180,Radeon RX 5700,Desktop,Jul 2019,"14,251",877,$585.00*,PCIe 4.0 x16,180,1465 MHz,1465 MHz,8192 MB
181,Radeon Pro W5700,Desktop,Jan 2020,"14,153",901,$649.99*,PCIe 4.0 x16,205,1243 MHz,1243 MHz,8192 MB
182,GeForce RTX 2060,Desktop,Jan 2019,"14,100",744,$299.00,PCIe 3.0 x16,160,1365 MHz,1365 MHz,6144 MB
183,Radeon RX 6600 LE,Unknown,Nov 2024,"14,074",857,NA,NA,NA,NA,NA,NA
184,RTX 2000 Ada Generation Embedded GPU,Desktop,May 2024,"14,061",768,NA,NA,NA,NA,NA,NA
185,RadeonT RX 6850M XT,Mobile,Jun 2023,"13,992",628,NA,PCIe 4.0 x16,165,2321 MHz,2321 MHz,12288 MB
186,CXDisplay Device,Desktop,Aug 2025,"13,988",945,NA,NA,NA,NA,NA,NA
187,Intel Arc B570,Desktop,Jan 2025,"13,988",623,NA,PCIe 4.0 x8,150,2500 MHz,2500 MHz,10240 MB
188,Quadro GP100,Workstation,Apr 2017,"13,983",782,NA,PCIe 3.0 x16,235,1328 MHz,1328 MHz,16384 MB
189,RTX A3000 12GB Laptop GPU,Mobile,Feb 2022,"13,962",613,NA,NA,NA,NA,NA,NA
190,Radeon RX 6600M,Mobile,Sep 2021,"13,910",723,$479.00,PCIe 4.0 x8,100,2068 MHz,2068 MHz,8192 MB
191,NVIDIA A40,Unknown,Jun 2022,"13,900",489,NA,NA,NA,NA,NA,NA
192,Radeon RX Vega 64,Desktop,Sep 2017,"13,900",786,$499.00,PCIe 3.0 x16,295,1247 MHz,1247 MHz,8192 MB
193,spacedesk Adapter,Unknown,Jun 2025,"13,759",897,NA,NA,NA,NA,NA,NA
194,Racer-Tech USB Display Device,Desktop,Jul 2025,"13,692",831,NA,NA,NA,NA,NA,NA
195,Radeon Pro Vega II Duo,Unknown,Feb 2023,"13,690",868,NA,NA,NA,NA,NA,NA
196,RTX A2000 12GB,Unknown,Apr 2022,"13,687","1,099",NA,NA,NA,NA,NA,NA
197,NVIDIA TITAN X,Desktop,Aug 2016,"13,660",912,$398.00,PCIe 3.0 x16,250,1417 MHz,1417 MHz,12288 MB
198,GeForce GTX 980 Ti,Desktop,Jun 2015,"13,658",850,$644.61*,PCIe 3.0 x16,250,1076 MHz,1076 MHz,6144 MB
199,RTX 1000 Ada Generation Laptop GPU,Mobile,Mar 2024,"13,626",562,NA,NA,NA,NA,NA,NA
200,Radeon RX 6700M,Mobile,Sep 2021,"13,617",554,$269.99*,PCIe 4.0 x16,135,1489 MHz,1489 MHz,10240 MB
201,A10G,Desktop,Jul 2025,"13,598",572,NA,NA,NA,NA,NA,NA
202,Radeon Pro VII,Unknown,Nov 2020,"13,572",737,NA,NA,NA,NA,NA,NA
203,GeForce RTX 2080 Super with Max-Q Design,Mobile,Apr 2020,"13,523",560,NA,PCIe 3.0 x16,80,735 MHz,735 MHz,8192 MB
204,GeForce GTX 1070,Desktop,Jun 2016,"13,507",847,$289.00,PCIe 3.0 x16,150,1506 MHz,1506 MHz,8192 MB
205,RTX A2000,Unknown,Nov 2021,"13,431",953,$574.99*,NA,NA,NA,NA,NA
Insufficient data,nVidia L20,Desktop,Apr 2025,"13,430","1,397",NA,NA,NA,NA,NA,NA
206,GeForce RTX 2070 Super with Max-Q Design,Mobile,Apr 2020,"13,427",597,NA,PCIe 3.0 x16,80,930 MHz,NA,8192 MB
207,Radeon RX 5600 XT,Desktop,Jan 2020,"13,415",871,$549.00,PCIe 4.0 x16,150,1130 MHz,1130 MHz,6144 MB
208,Radeon Pro Vega 64X,Unknown,Jun 2021,"13,369",839,NA,NA,NA,NA,NA,NA
209,Intel Arc A770,Desktop,Oct 2022,"13,357",760,$369.00,PCIe 4.0 x16,225,2100 MHz,NA,16384 MB
Insufficient data,A100-SXM4-40GB,Desktop,Jul 2025,"13,326",862,NA,NA,NA,NA,NA,NA
Insufficient data,Tesla P100-PCIE-12GB,Unknown,Feb 2024,"13,310",445,NA,NA,NA,NA,NA,NA
210,Radeon PRO W7500,Workstation,Aug 2023,"13,286","1,170",NA,PCIe 4.0 x8,70,1500 MHz,1500 MHz,8192 MB
211,RTX PRO 500 Blackwell Generation Laptop GPU,Mobile,May 2025,"13,240",704,NA,NA,NA,NA,NA,NA
212,Radeon RX 6800M,Mobile,Jun 2021,"13,227",532,$629.99,NA,145,2300 MHz,2300 MHz,12288 MB
213,RTX A4000H,Desktop,Sep 2025,"13,197",569,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon PRO W7900 Dual Slot,Desktop,Aug 2025,"13,182",534,NA,NA,NA,NA,NA,NA
214,GeForce RTX 3060 Laptop GPU,Mobile,Feb 2021,"13,145",585,$309.99*,PCIe 4.0 x16,115,900 MHz,NA,6144 MB
215,Radeon PRO W6600X,Unknown,Oct 2022,"13,113",856,NA,NA,NA,NA,NA,NA
216,Radeon RX 6600S,Mobile,Feb 2023,"13,016",628,NA,PCIe 4.0 x8,80,1700 MHz,1700 MHz,4096 MB
217,Radeon RX Vega 56,Desktop,Sep 2017,"13,000",769,$199.99,PCIe 3.0 x16,210,1471 MHz,1471 MHz,8192 MB
218,Radeon Pro Vega 64,Unknown,Jan 2018,"12,896",808,NA,NA,NA,NA,NA,NA
219,GeForce RTX 2080 with Max-Q Design,Mobile,Feb 2019,"12,742",506,"$2,099.99*",PCIe 3.0 x16,90,735 MHz,735 MHz,8192 MB
220,GeForce GTX 1660 SUPER,Desktop,Nov 2019,"12,684",807,$194.99,PCIe 3.0 x16,125,1530 MHz,1530 MHz,6144 MB
221,Radeon Vega Frontier Edition,Desktop,Jun 2017,"12,674",721,"$1,679.99*",PCIe 3.0 x16 ,350,1382 MHz,1382 MHz,16384 MB
222,RTX A3000 Laptop GPU,"Mobile, Workstation",Jun 2021,"12,672",560,NA,NA,130,NA,NA,6144 MB
223,GeForce GTX 1660 Ti,Desktop,Feb 2019,"12,669",780,$174.97,PCIe 3.0 x16,120,1500 MHz,1500 MHz,6144 MB
224,Quadro RTX 5000 with Max-Q Design,"Mobile, Workstation",Sep 2019,"12,630",514,NA,PCIe 3.0 x16,80,600 MHz,600 MHz,16384 MB
225,Intel Arc A750,Desktop,Oct 2022,"12,618",737,$194.99,PCIe 4.0 x16,225,2050 MHz,NA,8192 MB
226,GRID RTX6000-1Q,Desktop,Aug 2025,"12,617",229,NA,NA,NA,NA,NA,NA
227,Quadro P5000,Workstation,Nov 2016,"12,612",682,"$1,868.99*",PCIe 3.0 x16	,180,1607 MHz,1607 MHz,16384 MB
228,Radeon Pro WX 8200,Desktop,Aug 2018,"12,592",746,"$1,599.39*",PCIe 3.0 x16,230,1200 MHz,1200 MHz,8192 MB
229,GeForce GTX TITAN X,Desktop,Mar 2015,"12,553",816,"$1,096.99*",PCIe 3.0 x16,250,1000 MHz,1000 MHz,12288 MB
230,GeForce RTX 3050 8GB,Desktop,Jan 2022,"12,504",919,$249.95,PCIe 4.0 x8,130,1552 MHz,1552 MHz,8192 MB
231,Radeon Pro 5700 XT,Desktop,Aug 2020,"12,457",800,NA,PCIe 4.0 x16,130,1243 MHz,1243 MHz,16384 MB
232,Quadro P5200 with Max-Q Design,Unknown,Oct 2018,"12,414",475,NA,NA,NA,NA,NA,NA
233,Radeon RX 5600 OEM,Unknown,Dec 2022,"12,407",841,NA,NA,NA,NA,NA,NA
234,OrayIddDriver Device,Unknown,May 2024,"12,373",923,NA,NA,NA,NA,NA,NA
235,GeForce RTX 2070 (Mobile),Mobile,Apr 2019,"12,357",602,NA,PCIe 3.0 x16,115,1215 MHz,1215 MHz,8192 MB
236,Tesla V100-PCIE-16GB,Unknown,Aug 2020,"12,328",484,NA,NA,NA,NA,NA,NA
237,Intel Arc Pro B50,Desktop,Sep 2025,"12,281",671,NA,NA,NA,NA,NA,NA
238,Radeon RX 6850M,Mobile,Mar 2022,"12,274",714,NA,NA,NA,NA,NA,NA
239,Radeon Pro V520 MxGPU,Unknown,Dec 2020,"12,258",525,NA,NA,NA,NA,NA,NA
240,Quadro RTX 4000 with Max-Q Design,Mobile,Nov 2019,"12,102",500,NA,PCIe 3.0 x16,80,780 MHz,780 MHz,8192 MB
241,Tesla V100-SXM2-16GB,Unknown,Jun 2019,"12,075",643,NA,NA,NA,NA,NA,NA
242,Radeon Pro Vega 56,Desktop,Mar 2018,"12,061",836,NA,NA,NA,1247 MHz,1247 MHz,8192 MB
243,Intel Arc A580,Desktop,Oct 2023,"12,055",744,$199.99,PCIe 4.0 x16,185,1700 MHz,1700 MHz,8192 MB
244,GeForce RTX 3050 Laptop GPU,Mobile,Jun 2025,"12,003",826,NA,NA,NA,NA,NA,NA
245,Radeon RX 7400,Desktop,Sep 2025,"11,909","1,271",NA,NA,NA,NA,NA,NA
246,GeForce RTX 3050 OEM,Desktop,Jul 2022,"11,899",985,$292.97,PCIe 4.0 x8,130,1515 MHz,1515 MHz,8192 MB
247,Intel Arc A770M,Mobile,Nov 2022,"11,854",726,NA,PCIe 4.0 x16,150,1650 MHz,NA,16384 MB
248,Radeon Pro WX 9100,Desktop,Oct 2017,"11,811",734,NA,PCIe 3.0 x16,230,1200 MHz,1200 MHz,16384 MB
249,Tesla T10,Unknown,Jul 2020,"11,764",500,NA,NA,NA,NA,NA,NA
250,Radeon RX 5600,Desktop,Apr 2020,"11,753",888,NA,PCIe 4.0 x16,150,1130 MHz,1130 MHz,6144 MB
Insufficient data,EIZO Quadro MED-XN91,Desktop,Oct 2025,"11,748",684,NA,NA,NA,NA,NA,NA
251,Quadro M6000,Workstation,Jan 2015,"11,726",724,"$4,933.21*",PCIe 3.0 x16,250,988 MHz,988 MHz,12288 MB
252,Quadro RTX 4000 (Mobile),Mobile,Jul 2019,"11,687",507,NA,PCIe 3.0 x16,110,1110 MHz,1110 MHz,8192 MB
253,GeForce GTX 1080 with Max-Q Design,Mobile,Jul 2017,"11,646",722,NA,PCIe 3.0 x16,110,1468 MHz,1468 MHz,8192 MB
Insufficient data,Radeon Instinct MI60,Desktop,Oct 2025,"11,638",564,NA,NA,NA,NA,NA,NA
254,GeForce GTX 1660,Desktop,Mar 2019,"11,620",776,$253.48*,PCIe 3.0 x16,120,1530 MHz,1530 MHz,6144 MB
255,Tesla P40,Workstation,May 2022,"11,596",402,$399.99,PCIe 3.0 x16,250,1303 MHz,1303 MHz,24576 MB
256,Quadro M6000 24GB,Workstation,Jul 2016,"11,552",699,NA,PCIe 3.0 x16,250,988 MHz,988 MHz,24576 MB
257,Quadro P4200 with Max-Q Design,Workstation,Oct 2018,"11,520",578,NA,MXM-B (3.0),NA,NA,NA,NA
258,Radeon PRO W6600M,Mobile,Feb 2024,"11,478",726,NA,NA,NA,NA,NA,NA
259,Radeon Pro 5700,Desktop,Aug 2020,"11,457",788,NA,PCIe 4.0 x16,130,1243 MHz,1243 MHz,8192 MB
260,Quadro P4000,Workstation,Mar 2017,"11,436",778,$253.99,PCIe 3.0 x16	,105,1227 MHz,1227 MHz,8192 MB
261,GeForce RTX 2070 with Max-Q Design,Mobile,Feb 2019,"11,406",455,NA,PCIe 3.0 x16,80,885 MHz,885 MHz,8192 MB
262,GeForce RTX 2060 (Mobile),Mobile,Apr 2019,"11,353",540,NA,PCIe 3.0 x16,80,960 MHz,960 MHz,6144 MB
263,Quadro P5200,Mobile,Jan 2018,"11,297",495,NA,NA,NA,NA,NA,NA
264,Radeon Pro Vega 48,Unknown,Aug 2019,"11,270",793,NA,NA,NA,NA,NA,NA
265,RTX 500 Ada Generation Laptop GPU,Mobile,Apr 2024,"11,160",531,NA,NA,NA,NA,NA,NA
266,RTX A2000 Embedded GPU,Desktop,Feb 2025,"11,117",695,NA,NA,NA,NA,NA,NA
267,GeForce RTX 3050 A Laptop GPU,Mobile,Sep 2024,"11,101",562,NA,NA,35,NA,NA,4096 MB
268,GeForce GTX 980,Desktop,Sep 2014,"11,076",789,$248.45,PCIe 3.0 x16,165,1126 MHz,1126 MHz,4096 MB
269,RTX A1000 Embedded GPU,Unknown,Oct 2022,"11,009",700,NA,NA,NA,NA,NA,NA
270,Radeon RX 7600M,Mobile,Dec 2023,"10,999",861,NA,NA,NA,NA,NA,NA
271,Radeon Pro SSG,Unknown,Sep 2018,"10,972",588,"$2,410.15*",NA,NA,NA,NA,NA
272,RTX A1000,Desktop,Jul 2024,"10,786","1,088",$519.99,NA,NA,NA,NA,NA
273,GeForce RTX 3050 6GB,Desktop,Feb 2024,"10,766",883,$209.00,PCIe 4.0 x8,70,1042 MHz,1042 MHz,6144 MB
274,Quadro RTX 3000,"Mobile, Workstation",Jul 2019,"10,737",478,NA,PCIe 3.0 x16,80,945 MHz,945 MHz,6144 MB
275,Tesla M40 24GB,Unknown,Sep 2021,"10,641",377,NA,NA,NA,NA,NA,NA
276,RTX A2000 8GB Laptop GPU,Mobile,Jun 2022,"10,513",556,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon V520 MxGPU,Desktop,Jan 2026,"10,474",330,NA,NA,NA,NA,NA,NA
277,GeForce GTX 1070 (Mobile),Mobile,Apr 2019,"10,465",603,NA,PCIe 3.0 x16,NA,1443 MHz,1443 MHz,8192 MB
278,A40-48Q,Unknown,Feb 2023,"10,436",293,NA,NA,NA,NA,NA,NA
279,Radeon 8040S,Desktop,Aug 2025,"10,431","1,094",NA,NA,NA,NA,NA,NA
280,Quadro P4200,Workstation,Jul 2018,"10,252",448,NA,MXM-B (3.0),100,1227 MHz,1227 MHz,8192 MB
281,Tesla M40,Unknown,May 2021,"10,220",437,$600.00*,NA,NA,NA,NA,NA
282,GeForce GTX 1650 SUPER,Desktop,Nov 2019,"10,187",749,$395.00,PCIe 3.0 x16,100,1530 MHz,1530 MHz,4096 MB
283,L4,Unknown,Feb 2024,"10,153",411,"$3,299.00*",NA,NA,NA,NA,NA
284,GeForce RTX 3050 6GB Laptop GPU,Mobile,Mar 2023,"10,123",562,NA,PCIe 4.0 x8,80,1237 MHz,1237 MHz,6144 MB
285,GeForce GTX 1660 Ti (Mobile),Mobile,May 2019,"10,098",473,NA,PCIe 3.0 x16,80,1455 MHz,1455 MHz,6144 MB
286,GeForce RTX 3050 Ti Laptop GPU,Mobile,May 2021,"10,091",499,NA,PCIe 4.0 x8,80,735 MHz,735 MHz,4096 MB
287,RTX A1000 6GB Laptop GPU,Mobile,Apr 2023,"10,059",593,NA,NA,NA,NA,NA,NA
288,GeForce GTX 1060,Desktop,Jul 2016,"10,052",742,$345.00,PCIe 3.0 x16,120,1708 MHz,1708 MHz,6144 MB
289,RTX PRO 500 Blackwell Embedded GPU,Desktop,Mar 2026,"9,910",440,NA,NA,NA,NA,NA,NA
290,Tesla T4,Unknown,Jun 2020,"9,904",552,$849.00,NA,NA,NA,NA,NA
291,GRID P40-2B,Unknown,Jun 2018,"9,842",548,NA,NA,NA,NA,NA,NA
292,GeForce GTX 1060 3GB,Desktop,Aug 2016,"9,832",774,$285.00,PCIe 3.0 x16,120,1708 MHz,1708 MHz,3072 MB
293,Intel Arc A730M,Unknown,Oct 2023,"9,808",565,NA,NA,NA,NA,NA,NA
294,GeForce GTX 1070 with Max-Q Design,Mobile,Jul 2017,"9,782",413,NA,PCIe 3.0 x16,90,1379 MHz,1379 MHz,8192 MB
295,Radeon R9 Fury + Fury X,Desktop,Jul 2015,"9,741",811,$449.99*,PCIe 3.0x16,275,1050 MHz,NA,4096 MB
296,GeForce GTX 970,Desktop,Sep 2014,"9,639",763,$359.00,PCIe 3.0 x16,145,1050 MHz,1050 MHz,4096 MB
297,GeForce RTX 2060 with Max-Q Design,Mobile,Apr 2020,"9,636",403,NA,PCIe 3.0 x16,65,975 MHz,975 MHz,6144 MB
298,Radeon RX 6500 XT,Desktop,Jan 2022,"9,629",817,$183.03,PCIe 4.0 x4,107,2310 MHz,2310 MHz,4096 MB
299,Radeon RX 6550M,Mobile,Oct 2023,"9,619",489,NA,NA,NA,NA,NA,NA
300,GRID P40-2Q,Unknown,Dec 2018,"9,581",517,NA,NA,NA,NA,NA,NA
301,Radeon RX Vega Ryzen 5 5600GT,Desktop,Apr 2025,"9,558","1,042",NA,NA,NA,NA,NA,NA
302,Radeon R9 Fury,Unknown,Jul 2015,"9,527",786,$443.10*,NA,NA,NA,NA,NA
303,A10-12Q,Desktop,Dec 2024,"9,493",627,NA,NA,NA,NA,NA,NA
304,Intel Arc Pro A60,Unknown,Jun 2023,"9,493",654,NA,NA,NA,NA,NA,NA
305,GeForce RTX 3050 4GB Laptop GPU,Mobile,May 2021,"9,488",490,$269.99*,PCIe 4.0 x8,75,712 MHz,712 MHz,4096 MB
306,RTX A2000 Laptop GPU,"Mobile, Workstation",Jul 2021,"9,479",504,NA,PCIe 4.0 x16,95,NA, MHz,4096 MB
307,RTX A1000 Laptop GPU,Mobile,Jun 2022,"9,478",525,NA,NA,NA,NA,NA,NA
308,GeForce GTX 780 Ti,Desktop,Nov 2013,"9,472",632,$410.00,PCIe 3.0 x16,250,875 MHz,875 MHz,3072 MB
Insufficient data,Ryzen 9 4900HSS with Radeon Graphics,Unknown,May 2021,"9,461",417,NA,NA,NA,NA,NA,NA
